County,Total Tests,Total Positive Tests,Total Recovered,Total Deaths,Underlying Cause Deaths,Contributing Factor Deaths
Polk,670130,62917,52836,604,536,68
Linn,281091,21599,19333,330,294,36
Black Hawk,207967,16948,14842,306,283,23
Johnson,204317,14831,13208,81,76,5
Scott,202420,20377,17344,234,214,20
Dubuque,183744,14360,12341,202,188,14
Story,158059,11029,9774,47,41,6
Woodbury,141950,16150,14043,221,203,18
Dallas,124183,12180,10371,96,84,12
Pottawattamie,115999,11771,9946,162,143,19
Marshall,80298,5126,4638,74,66,8
Cerro Gordo,74370,5600,4973,86,72,14
Warren,74172,6026,5199,86,76,10
Webster,67026,5353,4921,91,77,14
Clinton,61041,5825,5017,90,78,12
Des Moines,54334,4745,4273,65,54,11
Muscatine,53645,4910,4265,96,87,9
Lee,52403,3910,3583,55,42,13
Jasper,50139,4407,3892,70,65,5
Wapello,45871,4612,4051,120,116,4
Buena Vista,44106,4858,4120,40,36,4
Sioux,43611,5230,4813,73,70,3
Boone,43169,2765,2456,33,31,2
Poweshiek,41935,1598,1480,33,30,3
Marion,41285,3740,3420,75,64,11
Washington,40083,2657,2374,50,46,4
Bremer,38213,2931,2679,60,51,9
Winneshiek,37927,2015,1836,33,28,5
Plymouth,37316,4263,3693,79,71,8
Benton,36212,2654,2397,55,44,11
Carroll,35535,2997,2687,51,43,8
Henry,35250,2997,2781,37,36,1
Fayette,34782,1910,1771,41,36,5
Hardin,33649,1922,1697,42,34,8
Tama,31939,2192,1974,71,67,4
Mahaska,30100,2354,2126,50,45,5
Buchanan,30089,1987,1779,31,26,5
Cedar,29950,1919,1739,23,21,2
Clay,29436,2211,1900,25,20,5
Iowa,28957,1518,1407,24,22,2
Butler,28825,1712,1567,34,30,4
Delaware,27280,2069,1850,39,35,4
Crawford,26848,2858,2543,40,35,5
Dickinson,25928,2587,2109,43,37,6
Kossuth,25483,2237,1977,63,55,8
Jones,25326,3047,2822,55,51,4
O'Brien,25276,2111,1828,60,55,5
Jackson,24993,2304,2079,42,39,3
Floyd,24748,1721,1466,42,32,10
Clayton,24226,1758,1568,55,46,9
Hamilton,22868,1968,1709,49,45,4
Mills,20931,1747,1513,20,17,3
Page,20802,1966,1810,21,19,2
Allamakee,20655,1541,1425,51,41,10
Hancock,20623,1532,1361,34,27,7
Harrison,20594,1886,1625,73,69,4
Cherokee,20487,1669,1471,38,30,8
Wright,20280,1867,1725,35,28,7
Cass,20231,1422,1270,54,48,6
Madison,19959,1676,1468,19,15,4
Jefferson,19945,1416,1270,35,29,6
Sac,19348,1349,1202,19,19,0
Franklin,19036,1222,1081,21,19,2
Grundy,18841,1430,1298,32,27,5
Palo Alto,18213,1162,1016,22,21,1
Guthrie,18022,1258,1092,29,24,5
Calhoun,17893,1382,1305,11,11,0
Monona,17700,864,756,30,28,2
Mitchell,17456,1361,1200,41,38,3
Appanoose,17300,1437,1199,47,43,4
Chickasaw,17027,1291,1199,15,13,2
Winnebago,16983,1457,1301,31,26,5
Louisa,16849,1334,1195,49,42,7
Union,16698,1320,1180,32,26,6
Shelby,16627,1333,1175,37,33,4
Emmet,16514,1359,1138,40,38,2
Howard,16457,1073,990,22,18,4
Lyon,15563,1549,1444,41,37,4
Keokuk,15202,1010,903,30,30,0
Humboldt,15109,1228,1132,26,23,3
Greene,14523,813,736,10,10,0
Montgomery,13977,1080,940,37,35,2
Clarke,13092,1042,947,23,22,1
Worth,12742,748,671,8,7,1
Pocahontas,12547,878,804,21,21,0
Ida,12216,1004,825,33,31,2
Adair,12089,963,804,32,22,10
Audubon,11876,511,466,9,8,1
Pending Investigation,10903,1026,934,0,0,0
Davis,10731,870,752,24,23,1
Decatur,10247,602,574,9,9,0
Ringgold,9498,554,501,23,18,5
Monroe,9488,979,885,28,21,7
Lucas,9098,777,722,23,18,5
Osceola,8504,776,676,16,13,3
Taylor,8389,677,633,12,10,2
Van Buren,8193,580,523,18,15,3
Fremont,7133,646,563,9,7,2
Wayne,6644,559,478,23,18,5
Adams,5414,339,315,4,4,0
