ADMIN_DATE,RECIP_ID
2020-12-14,178
2020-12-15,564
2020-12-16,1384
2020-12-17,1697
2020-12-18,2672
2020-12-19,432
2020-12-20,92
2020-12-21,2609
2020-12-22,4953
2020-12-23,9254
2020-12-24,1786
2020-12-25,1
2020-12-26,605
2020-12-27,492
2020-12-28,8661
2020-12-29,7496
2020-12-30,9653
2020-12-31,5054
2021-01-01,234
2021-01-02,1970
2021-01-03,1380
2021-01-04,6109
2021-01-05,7466
2021-01-06,8658
2021-01-07,8198
2021-01-08,10489
2021-01-09,3363
2021-01-10,1332
2021-01-11,7819
2021-01-12,8916
2021-01-13,9041
2021-01-14,9433
2021-01-15,7307
2021-01-16,3805
2021-01-17,1459
2021-01-18,8537
2021-01-19,8334
2021-01-20,12206
2021-01-21,10257
2021-01-22,10170
2021-01-23,3217
2021-01-24,2295
2021-01-25,10552
2021-01-26,10425
2021-01-27,16718
2021-01-28,13919
2021-01-29,14803
2021-01-30,3975
2021-01-31,2449
2021-02-01,12323
2021-02-02,14246
2021-02-03,19608
2021-02-04,15491
2021-02-05,28167
2021-02-06,17329
2021-02-07,6432
2021-02-08,16820
2021-02-09,18770
2021-02-10,28087
2021-02-11,27811
2021-02-12,31450
2021-02-13,14450
2021-02-14,4343
2021-02-15,11627
2021-02-16,13444
2021-02-17,22740
2021-02-18,21029
2021-02-19,20399
2021-02-20,7090
2021-02-21,2020
2021-02-22,7536
2021-02-23,14326
2021-02-24,25818
2021-02-25,26984
2021-02-26,29450
2021-02-27,15393
2021-02-28,4630
2021-03-01,13308
2021-03-02,19029
2021-03-03,33114
2021-03-04,37741
2021-03-05,48264
2021-03-06,24962
2021-03-07,6617
2021-03-08,21365
2021-03-09,28939
2021-03-10,33093
2021-03-11,42220
2021-03-12,45982
2021-03-13,21795
2021-03-14,5012
2021-03-15,16821
2021-03-16,30824
2021-03-17,35308
2021-03-18,39042
2021-03-19,33893
2021-03-20,15099
2021-03-21,5736
2021-03-22,14736
2021-03-23,22836
2021-03-24,37562
2021-03-25,49101
2021-03-26,40800
2021-03-27,18693
2021-03-28,5420
2021-03-29,20405
2021-03-30,28652
2021-03-31,38607
2021-04-01,46069
2021-04-02,32934
2021-04-03,16209
2021-04-04,2554
2021-04-05,22179
2021-04-06,37258
2021-04-07,44059
2021-04-08,51554
2021-04-09,50018
2021-04-10,24295
2021-04-11,8227
2021-04-12,22243
2021-04-13,28865
2021-04-14,33058
2021-04-15,37093
2021-04-16,33431
2021-04-17,19293
2021-04-18,6946
2021-04-19,15813
2021-04-20,30709
2021-04-21,32681
2021-04-22,36446
2021-04-23,32270
2021-04-24,18150
2021-04-25,4827
2021-04-26,15993
2021-04-27,25042
2021-04-28,29387
2021-04-29,29398
2021-04-30,29891
2021-05-01,12717
2021-05-02,5285
2021-05-03,14518
2021-05-04,19256
2021-05-05,22218
2021-05-06,23209
2021-05-07,21794
2021-05-08,12768
2021-05-09,4390
2021-05-10,10016
2021-05-11,14068
2021-05-12,16447
2021-05-13,20985
2021-05-14,24233
2021-05-15,13671
2021-05-16,6554
2021-05-17,13240
2021-05-18,15760
2021-05-19,16934
2021-05-20,15087
2021-05-21,18922
2021-05-22,8383
2021-05-23,3625
2021-05-24,8516
2021-05-25,9162
2021-05-26,9823
2021-05-27,9379
2021-05-28,9224
2021-05-29,3900
2021-05-30,2029
2021-05-31,750
2021-06-01,7101
2021-06-02,7327
2021-06-03,8148
2021-06-04,11184
2021-06-05,6372
2021-06-06,3416
2021-06-07,8086
2021-06-08,7732
2021-06-09,8894
2021-06-10,8036
2021-06-11,10271
2021-06-12,4944
2021-06-13,2648
2021-06-14,6872
2021-06-15,6424
2021-06-16,6542
2021-06-17,5647
2021-06-18,6949
2021-06-19,3038
2021-06-20,1606
2021-06-21,3960
2021-06-22,4374
2021-06-23,4798
2021-06-24,4329
2021-06-25,5175
2021-06-26,2656
2021-06-27,1355
2021-06-28,3836
2021-06-29,3116
2021-06-30,3824
2021-07-01,3573
2021-07-02,3930
2021-07-03,1643
2021-07-04,369
2021-07-05,2412
2021-07-06,3372
2021-07-07,3720
2021-07-08,3246
2021-07-09,4226
2021-07-10,1989
2021-07-11,1178
2021-07-12,3247
2021-07-13,2964
2021-07-14,1484
